center,left,right,steering,throttle,brake,speed
IMG/center_2021_02_12_10_14_29_141.jpg,IMG/left_2021_02_12_10_14_29_141.jpg,IMG/right_2021_02_12_10_14_29_141.jpg,0,1,0,21.3891
IMG/center_2021_02_12_10_14_29_230.jpg,IMG/left_2021_02_12_10_14_29_230.jpg,IMG/right_2021_02_12_10_14_29_230.jpg,-0.2,1,0,22.1818
IMG/center_2021_02_12_10_14_29_319.jpg,IMG/left_2021_02_12_10_14_29_319.jpg,IMG/right_2021_02_12_10_14_29_319.jpg,-0.4,1,0,22.91216
IMG/center_2021_02_12_10_14_29_407.jpg,IMG/left_2021_02_12_10_14_29_407.jpg,IMG/right_2021_02_12_10_14_29_407.jpg,0,1,0,23.77419
IMG/center_2021_02_12_10_14_29_499.jpg,IMG/left_2021_02_12_10_14_29_499.jpg,IMG/right_2021_02_12_10_14_29_499.jpg,0,1,0,24.5325
IMG/center_2021_02_12_10_14_29_590.jpg,IMG/left_2021_02_12_10_14_29_590.jpg,IMG/right_2021_02_12_10_14_29_590.jpg,0,1,0,25.49046
IMG/center_2021_02_12_10_14_29_677.jpg,IMG/left_2021_02_12_10_14_29_677.jpg,IMG/right_2021_02_12_10_14_29_677.jpg,-0.1,1,0,26.25066
IMG/center_2021_02_12_10_14_29_767.jpg,IMG/left_2021_02_12_10_14_29_767.jpg,IMG/right_2021_02_12_10_14_29_767.jpg,-0.35,1,0,27.13022
IMG/center_2021_02_12_10_14_29_853.jpg,IMG/left_2021_02_12_10_14_29_853.jpg,IMG/right_2021_02_12_10_14_29_853.jpg,0,1,0,27.86975
IMG/center_2021_02_12_10_14_29_940.jpg,IMG/left_2021_02_12_10_14_29_940.jpg,IMG/right_2021_02_12_10_14_29_940.jpg,0,1,0,28.61098
IMG/center_2021_02_12_10_14_30_030.jpg,IMG/left_2021_02_12_10_14_30_030.jpg,IMG/right_2021_02_12_10_14_30_030.jpg,-0.1,1,0,29.52925
IMG/center_2021_02_12_10_14_30_117.jpg,IMG/left_2021_02_12_10_14_30_117.jpg,IMG/right_2021_02_12_10_14_30_117.jpg,-0.3,1,0,30.16617
IMG/center_2021_02_12_10_14_30_204.jpg,IMG/left_2021_02_12_10_14_30_204.jpg,IMG/right_2021_02_12_10_14_30_204.jpg,-0.5500001,1,0,30.14013
IMG/center_2021_02_12_10_14_30_292.jpg,IMG/left_2021_02_12_10_14_30_292.jpg,IMG/right_2021_02_12_10_14_30_292.jpg,0,1,0,30.17704
IMG/center_2021_02_12_10_14_30_382.jpg,IMG/left_2021_02_12_10_14_30_382.jpg,IMG/right_2021_02_12_10_14_30_382.jpg,0,1,0,30.18853
IMG/center_2021_02_12_10_14_30_469.jpg,IMG/left_2021_02_12_10_14_30_469.jpg,IMG/right_2021_02_12_10_14_30_469.jpg,-0.2,1,0,30.18579
IMG/center_2021_02_12_10_14_30_558.jpg,IMG/left_2021_02_12_10_14_30_558.jpg,IMG/right_2021_02_12_10_14_30_558.jpg,-0.4,1,0,30.16301
IMG/center_2021_02_12_10_14_30_644.jpg,IMG/left_2021_02_12_10_14_30_644.jpg,IMG/right_2021_02_12_10_14_30_644.jpg,0,1,0,30.18229
IMG/center_2021_02_12_10_14_30_733.jpg,IMG/left_2021_02_12_10_14_30_733.jpg,IMG/right_2021_02_12_10_14_30_733.jpg,0,1,0,30.18865
IMG/center_2021_02_12_10_14_30_820.jpg,IMG/left_2021_02_12_10_14_30_820.jpg,IMG/right_2021_02_12_10_14_30_820.jpg,0,1,0,30.19016
IMG/center_2021_02_12_10_14_30_906.jpg,IMG/left_2021_02_12_10_14_30_906.jpg,IMG/right_2021_02_12_10_14_30_906.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_30_993.jpg,IMG/left_2021_02_12_10_14_30_993.jpg,IMG/right_2021_02_12_10_14_30_993.jpg,0,1,0,30.19025
IMG/center_2021_02_12_10_14_31_081.jpg,IMG/left_2021_02_12_10_14_31_081.jpg,IMG/right_2021_02_12_10_14_31_081.jpg,0.2,1,0,30.17934
IMG/center_2021_02_12_10_14_31_168.jpg,IMG/left_2021_02_12_10_14_31_168.jpg,IMG/right_2021_02_12_10_14_31_168.jpg,0,1,0,30.1901
IMG/center_2021_02_12_10_14_31_251.jpg,IMG/left_2021_02_12_10_14_31_251.jpg,IMG/right_2021_02_12_10_14_31_251.jpg,0,1,0,30.19024
IMG/center_2021_02_12_10_14_31_338.jpg,IMG/left_2021_02_12_10_14_31_338.jpg,IMG/right_2021_02_12_10_14_31_338.jpg,0,1,0,30.19027
IMG/center_2021_02_12_10_14_31_427.jpg,IMG/left_2021_02_12_10_14_31_427.jpg,IMG/right_2021_02_12_10_14_31_427.jpg,-0.1,1,0,30.18743
IMG/center_2021_02_12_10_14_31_514.jpg,IMG/left_2021_02_12_10_14_31_514.jpg,IMG/right_2021_02_12_10_14_31_514.jpg,-0.3,1,0,30.16889
IMG/center_2021_02_12_10_14_31_601.jpg,IMG/left_2021_02_12_10_14_31_601.jpg,IMG/right_2021_02_12_10_14_31_601.jpg,0,1,0,30.18981
IMG/center_2021_02_12_10_14_31_688.jpg,IMG/left_2021_02_12_10_14_31_688.jpg,IMG/right_2021_02_12_10_14_31_688.jpg,0,1,0,30.1902
IMG/center_2021_02_12_10_14_31_774.jpg,IMG/left_2021_02_12_10_14_31_774.jpg,IMG/right_2021_02_12_10_14_31_774.jpg,0,1,0,30.1898
IMG/center_2021_02_12_10_14_31_861.jpg,IMG/left_2021_02_12_10_14_31_861.jpg,IMG/right_2021_02_12_10_14_31_861.jpg,-0.25,1,0,30.17561
IMG/center_2021_02_12_10_14_31_947.jpg,IMG/left_2021_02_12_10_14_31_947.jpg,IMG/right_2021_02_12_10_14_31_947.jpg,0,1,0,30.18989
IMG/center_2021_02_12_10_14_32_033.jpg,IMG/left_2021_02_12_10_14_32_033.jpg,IMG/right_2021_02_12_10_14_32_033.jpg,-0.1,1,0,30.19004
IMG/center_2021_02_12_10_14_32_120.jpg,IMG/left_2021_02_12_10_14_32_120.jpg,IMG/right_2021_02_12_10_14_32_120.jpg,-0.3,1,0,30.17358
IMG/center_2021_02_12_10_14_32_209.jpg,IMG/left_2021_02_12_10_14_32_209.jpg,IMG/right_2021_02_12_10_14_32_209.jpg,0,1,0,30.18973
IMG/center_2021_02_12_10_14_32_297.jpg,IMG/left_2021_02_12_10_14_32_297.jpg,IMG/right_2021_02_12_10_14_32_297.jpg,-0.2,1,0,30.18323
IMG/center_2021_02_12_10_14_32_383.jpg,IMG/left_2021_02_12_10_14_32_383.jpg,IMG/right_2021_02_12_10_14_32_383.jpg,0,1,0,30.18906
IMG/center_2021_02_12_10_14_32_474.jpg,IMG/left_2021_02_12_10_14_32_474.jpg,IMG/right_2021_02_12_10_14_32_474.jpg,0,1,0,30.1901
IMG/center_2021_02_12_10_14_32_567.jpg,IMG/left_2021_02_12_10_14_32_567.jpg,IMG/right_2021_02_12_10_14_32_567.jpg,0,1,0,30.18982
IMG/center_2021_02_12_10_14_32_653.jpg,IMG/left_2021_02_12_10_14_32_653.jpg,IMG/right_2021_02_12_10_14_32_653.jpg,0,1,0,30.19031
IMG/center_2021_02_12_10_14_32_741.jpg,IMG/left_2021_02_12_10_14_32_741.jpg,IMG/right_2021_02_12_10_14_32_741.jpg,-0.25,1,0,30.17562
IMG/center_2021_02_12_10_14_32_832.jpg,IMG/left_2021_02_12_10_14_32_832.jpg,IMG/right_2021_02_12_10_14_32_832.jpg,0,1,0,30.18997
IMG/center_2021_02_12_10_14_32_918.jpg,IMG/left_2021_02_12_10_14_32_918.jpg,IMG/right_2021_02_12_10_14_32_918.jpg,-0.1,1,0,30.19007
IMG/center_2021_02_12_10_14_33_007.jpg,IMG/left_2021_02_12_10_14_33_007.jpg,IMG/right_2021_02_12_10_14_33_007.jpg,-0.35,1,0,30.16752
IMG/center_2021_02_12_10_14_33_105.jpg,IMG/left_2021_02_12_10_14_33_105.jpg,IMG/right_2021_02_12_10_14_33_105.jpg,-0.15,1,0,30.18899
IMG/center_2021_02_12_10_14_33_194.jpg,IMG/left_2021_02_12_10_14_33_194.jpg,IMG/right_2021_02_12_10_14_33_194.jpg,0,1,0,30.1889
IMG/center_2021_02_12_10_14_33_284.jpg,IMG/left_2021_02_12_10_14_33_284.jpg,IMG/right_2021_02_12_10_14_33_284.jpg,0,1,0,30.19014
IMG/center_2021_02_12_10_14_33_374.jpg,IMG/left_2021_02_12_10_14_33_374.jpg,IMG/right_2021_02_12_10_14_33_374.jpg,0,1,0,30.19027
IMG/center_2021_02_12_10_14_33_467.jpg,IMG/left_2021_02_12_10_14_33_467.jpg,IMG/right_2021_02_12_10_14_33_467.jpg,0,1,0,30.19044
IMG/center_2021_02_12_10_14_33_558.jpg,IMG/left_2021_02_12_10_14_33_558.jpg,IMG/right_2021_02_12_10_14_33_558.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_33_648.jpg,IMG/left_2021_02_12_10_14_33_648.jpg,IMG/right_2021_02_12_10_14_33_648.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_33_741.jpg,IMG/left_2021_02_12_10_14_33_741.jpg,IMG/right_2021_02_12_10_14_33_741.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_33_842.jpg,IMG/left_2021_02_12_10_14_33_842.jpg,IMG/right_2021_02_12_10_14_33_842.jpg,0,1,0,30.19034
IMG/center_2021_02_12_10_14_33_928.jpg,IMG/left_2021_02_12_10_14_33_928.jpg,IMG/right_2021_02_12_10_14_33_928.jpg,-0.2,1,0,30.17981
IMG/center_2021_02_12_10_14_34_017.jpg,IMG/left_2021_02_12_10_14_34_017.jpg,IMG/right_2021_02_12_10_14_34_017.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_34_106.jpg,IMG/left_2021_02_12_10_14_34_106.jpg,IMG/right_2021_02_12_10_14_34_106.jpg,0,1,0,30.19027
IMG/center_2021_02_12_10_14_34_198.jpg,IMG/left_2021_02_12_10_14_34_198.jpg,IMG/right_2021_02_12_10_14_34_198.jpg,-0.1,1,0,30.18803
IMG/center_2021_02_12_10_14_34_287.jpg,IMG/left_2021_02_12_10_14_34_287.jpg,IMG/right_2021_02_12_10_14_34_287.jpg,-0.35,1,0,30.16404
IMG/center_2021_02_12_10_14_34_374.jpg,IMG/left_2021_02_12_10_14_34_374.jpg,IMG/right_2021_02_12_10_14_34_374.jpg,0,1,0,30.18924
IMG/center_2021_02_12_10_14_34_466.jpg,IMG/left_2021_02_12_10_14_34_466.jpg,IMG/right_2021_02_12_10_14_34_466.jpg,-0.25,1,0,30.17914
IMG/center_2021_02_12_10_14_34_563.jpg,IMG/left_2021_02_12_10_14_34_563.jpg,IMG/right_2021_02_12_10_14_34_563.jpg,0,1,0,30.1882
IMG/center_2021_02_12_10_14_34_737.jpg,IMG/left_2021_02_12_10_14_34_737.jpg,IMG/right_2021_02_12_10_14_34_737.jpg,0,1,0,30.19017
IMG/center_2021_02_12_10_14_34_803.jpg,IMG/left_2021_02_12_10_14_34_803.jpg,IMG/right_2021_02_12_10_14_34_803.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_34_884.jpg,IMG/left_2021_02_12_10_14_34_884.jpg,IMG/right_2021_02_12_10_14_34_884.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_34_971.jpg,IMG/left_2021_02_12_10_14_34_971.jpg,IMG/right_2021_02_12_10_14_34_971.jpg,0,1,0,30.19034
IMG/center_2021_02_12_10_14_35_058.jpg,IMG/left_2021_02_12_10_14_35_058.jpg,IMG/right_2021_02_12_10_14_35_058.jpg,0,1,0,30.19028
IMG/center_2021_02_12_10_14_35_146.jpg,IMG/left_2021_02_12_10_14_35_146.jpg,IMG/right_2021_02_12_10_14_35_146.jpg,0,1,0,30.19027
IMG/center_2021_02_12_10_14_35_231.jpg,IMG/left_2021_02_12_10_14_35_231.jpg,IMG/right_2021_02_12_10_14_35_231.jpg,-0.1,1,0,30.18764
IMG/center_2021_02_12_10_14_35_315.jpg,IMG/left_2021_02_12_10_14_35_315.jpg,IMG/right_2021_02_12_10_14_35_315.jpg,-0.3,1,0,30.16896
IMG/center_2021_02_12_10_14_35_404.jpg,IMG/left_2021_02_12_10_14_35_404.jpg,IMG/right_2021_02_12_10_14_35_404.jpg,0,1,0,30.1898
IMG/center_2021_02_12_10_14_35_494.jpg,IMG/left_2021_02_12_10_14_35_494.jpg,IMG/right_2021_02_12_10_14_35_494.jpg,0,1,0,30.1902
IMG/center_2021_02_12_10_14_35_580.jpg,IMG/left_2021_02_12_10_14_35_580.jpg,IMG/right_2021_02_12_10_14_35_580.jpg,0,1,0,30.19026
IMG/center_2021_02_12_10_14_35_664.jpg,IMG/left_2021_02_12_10_14_35_664.jpg,IMG/right_2021_02_12_10_14_35_664.jpg,-0.15,1,0,30.18475
IMG/center_2021_02_12_10_14_35_749.jpg,IMG/left_2021_02_12_10_14_35_749.jpg,IMG/right_2021_02_12_10_14_35_749.jpg,-0.35,1,0,30.164
IMG/center_2021_02_12_10_14_35_834.jpg,IMG/left_2021_02_12_10_14_35_834.jpg,IMG/right_2021_02_12_10_14_35_834.jpg,0,1,0,30.18754
IMG/center_2021_02_12_10_14_35_920.jpg,IMG/left_2021_02_12_10_14_35_920.jpg,IMG/right_2021_02_12_10_14_35_920.jpg,-0.1,1,0,30.19067
IMG/center_2021_02_12_10_14_36_004.jpg,IMG/left_2021_02_12_10_14_36_004.jpg,IMG/right_2021_02_12_10_14_36_004.jpg,-0.35,1,0,30.16932
IMG/center_2021_02_12_10_14_36_086.jpg,IMG/left_2021_02_12_10_14_36_086.jpg,IMG/right_2021_02_12_10_14_36_086.jpg,-0.5500001,1,0,30.14285
IMG/center_2021_02_12_10_14_36_172.jpg,IMG/left_2021_02_12_10_14_36_172.jpg,IMG/right_2021_02_12_10_14_36_172.jpg,0,1,0,30.18613
IMG/center_2021_02_12_10_14_36_255.jpg,IMG/left_2021_02_12_10_14_36_255.jpg,IMG/right_2021_02_12_10_14_36_255.jpg,0,1,0,30.18957
IMG/center_2021_02_12_10_14_36_343.jpg,IMG/left_2021_02_12_10_14_36_343.jpg,IMG/right_2021_02_12_10_14_36_343.jpg,0,1,0,30.19027
IMG/center_2021_02_12_10_14_36_430.jpg,IMG/left_2021_02_12_10_14_36_430.jpg,IMG/right_2021_02_12_10_14_36_430.jpg,0,1,0,30.19027
IMG/center_2021_02_12_10_14_36_519.jpg,IMG/left_2021_02_12_10_14_36_519.jpg,IMG/right_2021_02_12_10_14_36_519.jpg,0,1,0,30.19032
IMG/center_2021_02_12_10_14_36_605.jpg,IMG/left_2021_02_12_10_14_36_605.jpg,IMG/right_2021_02_12_10_14_36_605.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_36_691.jpg,IMG/left_2021_02_12_10_14_36_691.jpg,IMG/right_2021_02_12_10_14_36_691.jpg,0,1,0,30.19031
IMG/center_2021_02_12_10_14_36_778.jpg,IMG/left_2021_02_12_10_14_36_778.jpg,IMG/right_2021_02_12_10_14_36_778.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_36_862.jpg,IMG/left_2021_02_12_10_14_36_862.jpg,IMG/right_2021_02_12_10_14_36_862.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_36_947.jpg,IMG/left_2021_02_12_10_14_36_947.jpg,IMG/right_2021_02_12_10_14_36_947.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_37_035.jpg,IMG/left_2021_02_12_10_14_37_035.jpg,IMG/right_2021_02_12_10_14_37_035.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_37_125.jpg,IMG/left_2021_02_12_10_14_37_125.jpg,IMG/right_2021_02_12_10_14_37_125.jpg,0,1,0,30.19049
IMG/center_2021_02_12_10_14_37_212.jpg,IMG/left_2021_02_12_10_14_37_212.jpg,IMG/right_2021_02_12_10_14_37_212.jpg,0,1,0,30.19032
IMG/center_2021_02_12_10_14_37_301.jpg,IMG/left_2021_02_12_10_14_37_301.jpg,IMG/right_2021_02_12_10_14_37_301.jpg,0,1,0,30.19033
IMG/center_2021_02_12_10_14_37_392.jpg,IMG/left_2021_02_12_10_14_37_392.jpg,IMG/right_2021_02_12_10_14_37_392.jpg,0,1,0,30.19031
IMG/center_2021_02_12_10_14_37_484.jpg,IMG/left_2021_02_12_10_14_37_484.jpg,IMG/right_2021_02_12_10_14_37_484.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_37_577.jpg,IMG/left_2021_02_12_10_14_37_577.jpg,IMG/right_2021_02_12_10_14_37_577.jpg,-0.1,1,0,30.18768
IMG/center_2021_02_12_10_14_37_666.jpg,IMG/left_2021_02_12_10_14_37_666.jpg,IMG/right_2021_02_12_10_14_37_666.jpg,-0.35,1,0,30.1635
IMG/center_2021_02_12_10_14_37_761.jpg,IMG/left_2021_02_12_10_14_37_761.jpg,IMG/right_2021_02_12_10_14_37_761.jpg,0,1,0,30.18648
IMG/center_2021_02_12_10_14_37_850.jpg,IMG/left_2021_02_12_10_14_37_850.jpg,IMG/right_2021_02_12_10_14_37_850.jpg,0,1,0,30.18961
IMG/center_2021_02_12_10_14_37_943.jpg,IMG/left_2021_02_12_10_14_37_943.jpg,IMG/right_2021_02_12_10_14_37_943.jpg,0,1,0,30.19022
IMG/center_2021_02_12_10_14_38_034.jpg,IMG/left_2021_02_12_10_14_38_034.jpg,IMG/right_2021_02_12_10_14_38_034.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_38_128.jpg,IMG/left_2021_02_12_10_14_38_128.jpg,IMG/right_2021_02_12_10_14_38_128.jpg,0,1,0,30.19031
IMG/center_2021_02_12_10_14_38_219.jpg,IMG/left_2021_02_12_10_14_38_219.jpg,IMG/right_2021_02_12_10_14_38_219.jpg,0,1,0,30.19027
IMG/center_2021_02_12_10_14_38_311.jpg,IMG/left_2021_02_12_10_14_38_311.jpg,IMG/right_2021_02_12_10_14_38_311.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_38_403.jpg,IMG/left_2021_02_12_10_14_38_403.jpg,IMG/right_2021_02_12_10_14_38_403.jpg,-0.25,1,0,30.17483
IMG/center_2021_02_12_10_14_38_503.jpg,IMG/left_2021_02_12_10_14_38_503.jpg,IMG/right_2021_02_12_10_14_38_503.jpg,0,1,0,30.18825
IMG/center_2021_02_12_10_14_38_595.jpg,IMG/left_2021_02_12_10_14_38_595.jpg,IMG/right_2021_02_12_10_14_38_595.jpg,0,1,0,30.18997
IMG/center_2021_02_12_10_14_38_688.jpg,IMG/left_2021_02_12_10_14_38_688.jpg,IMG/right_2021_02_12_10_14_38_688.jpg,0,1,0,30.19025
IMG/center_2021_02_12_10_14_38_780.jpg,IMG/left_2021_02_12_10_14_38_780.jpg,IMG/right_2021_02_12_10_14_38_780.jpg,0,1,0,30.19028
IMG/center_2021_02_12_10_14_38_875.jpg,IMG/left_2021_02_12_10_14_38_875.jpg,IMG/right_2021_02_12_10_14_38_875.jpg,0,1,0,30.19028
IMG/center_2021_02_12_10_14_38_965.jpg,IMG/left_2021_02_12_10_14_38_965.jpg,IMG/right_2021_02_12_10_14_38_965.jpg,-0.25,1,0,30.175
IMG/center_2021_02_12_10_14_39_060.jpg,IMG/left_2021_02_12_10_14_39_060.jpg,IMG/right_2021_02_12_10_14_39_060.jpg,-0.45,1,0,30.15161
IMG/center_2021_02_12_10_14_39_152.jpg,IMG/left_2021_02_12_10_14_39_152.jpg,IMG/right_2021_02_12_10_14_39_152.jpg,0,1,0,30.18077
IMG/center_2021_02_12_10_14_39_243.jpg,IMG/left_2021_02_12_10_14_39_243.jpg,IMG/right_2021_02_12_10_14_39_243.jpg,0,1,0,30.189
IMG/center_2021_02_12_10_14_39_335.jpg,IMG/left_2021_02_12_10_14_39_335.jpg,IMG/right_2021_02_12_10_14_39_335.jpg,0,1,0,30.19004
IMG/center_2021_02_12_10_14_39_428.jpg,IMG/left_2021_02_12_10_14_39_428.jpg,IMG/right_2021_02_12_10_14_39_428.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_39_523.jpg,IMG/left_2021_02_12_10_14_39_523.jpg,IMG/right_2021_02_12_10_14_39_523.jpg,0,1,0,30.19036
IMG/center_2021_02_12_10_14_39_616.jpg,IMG/left_2021_02_12_10_14_39_616.jpg,IMG/right_2021_02_12_10_14_39_616.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_39_706.jpg,IMG/left_2021_02_12_10_14_39_706.jpg,IMG/right_2021_02_12_10_14_39_706.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_39_796.jpg,IMG/left_2021_02_12_10_14_39_796.jpg,IMG/right_2021_02_12_10_14_39_796.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_39_885.jpg,IMG/left_2021_02_12_10_14_39_885.jpg,IMG/right_2021_02_12_10_14_39_885.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_39_976.jpg,IMG/left_2021_02_12_10_14_39_976.jpg,IMG/right_2021_02_12_10_14_39_976.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_40_066.jpg,IMG/left_2021_02_12_10_14_40_066.jpg,IMG/right_2021_02_12_10_14_40_066.jpg,0.25,1,0,30.17483
IMG/center_2021_02_12_10_14_40_156.jpg,IMG/left_2021_02_12_10_14_40_156.jpg,IMG/right_2021_02_12_10_14_40_156.jpg,0,1,0,30.19011
IMG/center_2021_02_12_10_14_40_244.jpg,IMG/left_2021_02_12_10_14_40_244.jpg,IMG/right_2021_02_12_10_14_40_244.jpg,0,1,0,30.19024
IMG/center_2021_02_12_10_14_40_335.jpg,IMG/left_2021_02_12_10_14_40_335.jpg,IMG/right_2021_02_12_10_14_40_335.jpg,0,1,0,30.19039
IMG/center_2021_02_12_10_14_40_424.jpg,IMG/left_2021_02_12_10_14_40_424.jpg,IMG/right_2021_02_12_10_14_40_424.jpg,0,1,0,30.18974
IMG/center_2021_02_12_10_14_40_519.jpg,IMG/left_2021_02_12_10_14_40_519.jpg,IMG/right_2021_02_12_10_14_40_519.jpg,0,1,0,30.19007
IMG/center_2021_02_12_10_14_40_613.jpg,IMG/left_2021_02_12_10_14_40_613.jpg,IMG/right_2021_02_12_10_14_40_613.jpg,0,1,0,30.1902
IMG/center_2021_02_12_10_14_40_705.jpg,IMG/left_2021_02_12_10_14_40_705.jpg,IMG/right_2021_02_12_10_14_40_705.jpg,-0.25,1,0,30.17493
IMG/center_2021_02_12_10_14_40_793.jpg,IMG/left_2021_02_12_10_14_40_793.jpg,IMG/right_2021_02_12_10_14_40_793.jpg,0,1,0,30.19012
IMG/center_2021_02_12_10_14_40_883.jpg,IMG/left_2021_02_12_10_14_40_883.jpg,IMG/right_2021_02_12_10_14_40_883.jpg,0,1,0,30.19023
IMG/center_2021_02_12_10_14_40_972.jpg,IMG/left_2021_02_12_10_14_40_972.jpg,IMG/right_2021_02_12_10_14_40_972.jpg,0,1,0,30.19027
IMG/center_2021_02_12_10_14_41_063.jpg,IMG/left_2021_02_12_10_14_41_063.jpg,IMG/right_2021_02_12_10_14_41_063.jpg,0,1,0,30.1903
IMG/center_2021_02_12_10_14_41_150.jpg,IMG/left_2021_02_12_10_14_41_150.jpg,IMG/right_2021_02_12_10_14_41_150.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_41_241.jpg,IMG/left_2021_02_12_10_14_41_241.jpg,IMG/right_2021_02_12_10_14_41_241.jpg,0,1,0,30.19029
IMG/center_2021_02_12_10_14_41_330.jpg,IMG/left_2021_02_12_10_14_41_330.jpg,IMG/right_2021_02_12_10_14_41_330.jpg,0,1,0,30.19029
